user_name,from_key,to_key,flight_time,dwell_time
neha,t,t,,74.0
neha,t,i,281.0,
neha,i,i,,69.0
neha,i,p,212.0,
neha,p,p,,61.0
neha,p,l,127.0,
neha,l,l,,72.0
neha,l,e,97.0,
neha,e,e,,135.0
neha,e, ,784.0,
neha, , ,,70.0
neha, ,t,317.0,
neha,t,t,,61.0
neha,t,i,381.0,
neha,i,i,,59.0
neha,i,m,138.0,
neha,m,m,,85.0
neha,m,e,77.0,
neha,e,e,,79.0
neha,e,s,165.0,
neha,s,s,,106.0
neha,s, ,176.0,
neha, , ,,73.0
neha, ,a,511.0,
neha,a,a,,141.0
neha,a,n,74.0,
neha,n,n,,83.0
neha,n,d,133.0,
neha,d,d,,126.0
neha,d, ,4.0,
neha, , ,,56.0
neha, ,t,183.0,
neha,t,t,,65.0
neha,t,h,129.0,
neha,h,h,,75.0
neha,h,e,392.0,
neha,e,e,,106.0
neha,e,n,152.0,
neha,n,n,,58.0
neha,n, ,289.0,
neha, , ,,60.0
neha, ,t,408.0,
neha,t,t,,72.0
neha,t,r,135.0,
neha,r,r,,57.0
neha,r,a,114.0,
neha,a,a,,96.0
neha,a,c,23.0,
neha,c,c,,62.0
neha,c,k,494.0,
neha,k,k,,82.0
neha,k, ,373.0,
neha, , ,,73.0
neha, ,y,415.0,
neha,y,y,,81.0
neha,y,o,399.0,
neha,o,o,,74.0
neha,o,u,157.0,
neha,u,u,,75.0
neha,u,r,125.0,
neha,r,r,,96.0
neha,r, ,160.0,
neha, , ,,73.0
neha, ,p,356.0,
neha,p,p,,78.0
neha,p,r,130.0,
neha,r,r,,119.0
neha,r,o,360.0,
neha,o,o,,65.0
neha,o,g,332.0,
neha,g,g,,76.0
neha,g,r,188.0,
neha,r,r,,43.0
neha,r,e,101.0,
neha,e,e,,63.0
neha,e,s,130.0,
neha,s,s,,80.0
neha,s,s,107.0,
neha,s,s,,89.0
neha,s,.,771.0,
neha,.,.,,67.0
neha,CapsLock,CapsLock,,122.0
neha,CapsLock,A,308.0,
neha,A,A,,87.0
neha,A,CapsLock,74.0,
neha,CapsLock,CapsLock,,157.0
neha,CapsLock, ,385.0,
neha, , ,,85.0
neha, ,g,188.0,
neha,g,g,,84.0
neha,g,o,362.0,
neha,o,o,,45.0
neha,o,o,94.0,
neha,o,o,,67.0
neha,o,d,111.0,
neha,d,d,,139.0
neha,d, ,138.0,
neha, , ,,66.0
neha, ,w,573.0,
neha,w,w,,98.0
neha,w,a,142.0,
neha,a,a,,168.0
neha,a,y,60.0,
neha,y,y,,80.0
neha,y, ,210.0,
neha, , ,,77.0
neha, ,t,263.0,
neha,t,t,,69.0
neha,t,o,387.0,
neha,o,o,,57.0
neha,o, ,185.0,
neha, , ,,62.0
neha, ,i,247.0,
neha,i,i,,68.0
neha,i,n,133.0,
neha,n,n,,57.0
neha,n,c,324.0,
neha,c,c,,77.0
neha,c,r,135.0,
neha,r,r,,54.0
neha,r,e,110.0,
neha,e,e,,71.0
neha,e,a,296.0,
neha,a,a,,121.0
neha,a,s,109.0,
neha,s,s,,106.0
neha,s,e,125.0,
neha,e,e,,116.0
neha,e, ,318.0,
neha, , ,,77.0
neha, ,y,422.0,
neha,y,y,,86.0
neha,y,o,375.0,
neha,o,o,,91.0
neha,o,y,180.0,
neha,y,y,,9.0
neha,y,Backspace,1019.0,
neha,Backspace,Backspace,,65.0
neha,Backspace,u,291.0,
neha,u,u,,84.0
neha,u,r,90.0,
neha,r,r,,130.0
neha,r, ,312.0,
neha, , ,,78.0
neha, ,t,331.0,
neha,t,t,,73.0
neha,t,y,97.0,
neha,y,y,,87.0
neha,y,p,422.0,
neha,p,p,,75.0
neha,p,i,131.0,
neha,i,i,,61.0
neha,i,n,141.0,
neha,n,n,,76.0
neha,n,g,160.0,
neha,g,g,,76.0
neha,g, ,308.0,
neha, , ,,73.0
neha, ,s,702.0,
neha,s,s,,172.0
neha,s,p,92.0,
neha,p,p,,69.0
neha,p,e,127.0,
neha,e,e,,79.0
neha,e,e,90.0,
neha,e,e,,89.0
neha,e,d,162.0,
neha,d,d,,155.0
neha,d, ,192.0,
neha, , ,,72.0
neha, ,i,576.0,
neha,i,i,,87.0
neha,i,s,161.0,
neha,s,s,,168.0
neha,s, ,155.0,
neha, , ,,62.0
neha, ,t,499.0,
neha,t,t,,72.0
neha,t,o,427.0,
neha,o,o,,79.0
neha,o, ,181.0,
neha, , ,,89.0
neha, ,t,229.0,
neha,t,t,,96.0
neha,t,y,108.0,
neha,y,y,,77.0
neha,y,p,811.0,
neha,p,p,,79.0
neha,p,e,165.0,
neha,e,e,,146.0
neha,e, ,260.0,
neha, , ,,92.0
neha, ,e,446.0,
neha,e,e,,93.0
neha,e,a,209.0,
neha,a,a,,133.0
neha,a,s,129.0,
neha,s,s,,156.0
neha,s,y,48.0,
neha,y,y,,78.0
neha,y, ,251.0,
neha, , ,,99.0
neha, ,s,354.0,
neha,s,s,,129.0
neha,s,e,143.0,
neha,e,e,,112.0
neha,e,n,102.0,
neha,n,n,,94.0
neha,n,t,258.0,
neha,t,t,,83.0
neha,t,e,858.0,
neha,e,e,,103.0
neha,e,n,156.0,
neha,n,n,,64.0
neha,n,c,313.0,
neha,c,c,,97.0
neha,c,e,169.0,
neha,e,e,,93.0
neha,e,s,151.0,
neha,s,s,,169.0
neha,s, ,874.0,
neha, , ,,63.0
neha, ,o,465.0,
neha,o,o,,86.0
neha,o,v,267.0,
neha,v,v,,80.0
neha,v,e,83.0,
neha,e,e,,116.0
neha,e,r,133.0,
neha,r,r,,104.0
neha,r, ,256.0,
neha, , ,,87.0
neha, ,a,492.0,
neha,a,a,,163.0
neha,a,n,86.0,
neha,n,n,,79.0
neha,n,d,151.0,
neha,n, ,264.0,
neha,d,d,,123.0
neha, , ,,74.0
neha, ,o,198.0,
neha,o,o,,99.0
neha,o,v,205.0,
neha,v,v,,9.0
neha,v,e,171.0,
neha,e,e,,135.0
neha,e,r,112.0,
neha,r,r,,123.0
neha,r,.,1102.0,
neha,.,.,,68.0
neha,., ,1130.0,
neha, , ,,96.0
neha, ,CapsLock,575.0,
neha,CapsLock,CapsLock,,142.0
neha,CapsLock,T,196.0,
neha,T,T,,94.0
neha,T,CapsLock,233.0,
neha,CapsLock,CapsLock,,146.0
neha,CapsLock,h,401.0,
neha,h,h,,81.0
neha,h,a,86.0,
neha,a,a,,159.0
neha,a,t,5.0,
neha,t,t,,80.0
neha,t, ,505.0,
neha, , ,,86.0
neha, ,w,476.0,
neha,w,w,,129.0
neha,w,i,165.0,
neha,i,i,,64.0
neha,i,l,166.0,
neha,l,l,,57.0
neha,l,l,75.0,
neha,l,l,,79.0
neha,l, ,265.0,
neha, , ,,66.0
neha, ,h,909.0,
neha,h,h,,73.0
neha,h,e,184.0,
neha,e,e,,165.0
neha,e,l,163.0,
neha,l,l,,63.0
neha,l,p,140.0,
neha,p,p,,82.0
neha,p, ,500.0,
neha, , ,,86.0
neha, ,y,433.0,
neha,y,y,,77.0
neha,y,o,353.0,
neha,o,o,,94.0
neha,o,u,189.0,
neha,u,u,,99.0
neha,u, ,309.0,
neha, , ,,85.0
neha, ,t,516.0,
neha,t,t,,82.0
neha,t,o,463.0,
neha,o,o,,74.0
neha,o, ,210.0,
neha, , ,,95.0
neha, ,t,531.0,
neha,t,t,,69.0
neha,t,y,127.0,
neha,y,y,,80.0
neha,y,p,432.0,
neha,p,p,,81.0
neha,p,e,156.0,
neha,e,e,,136.0
neha,e, ,284.0,
neha, , ,,87.0
neha, ,s,1310.0,
neha,s,s,,179.0
neha,s,m,122.0,
neha,m,m,,60.0
neha,m,o,140.0,
neha,o,o,,67.0
neha,o,o,76.0,
neha,o,o,,83.0
neha,o,t,235.0,
neha,t,t,,71.0
neha,t,h,126.0,
neha,h,h,,70.0
neha,h,l,394.0,
neha,l,l,,80.0
neha,l,y,279.0,
neha,y,y,,69.0
neha,y, ,631.0,
neha, , ,,122.0
neha, ,w,603.0,
neha,w,w,,127.0
neha,w,i,126.0,
neha,i,i,,90.0
neha,i,t,202.0,
neha,t,t,,80.0
neha,t,h,127.0,
neha,h,h,,69.0
neha,h,o,503.0,
neha,o,o,,87.0
neha,o,u,172.0,
neha,u,u,,74.0
neha,u,t,170.0,
neha,t,t,,74.0
neha,t, ,962.0,
neha, , ,,101.0
neha, ,p,588.0,
neha,p,p,,91.0
neha,p,a,194.0,
neha,a,a,,136.0
neha,a,u,171.0,
neha,u,u,,76.0
neha,u,s,128.0,
neha,s,s,,145.0
neha,s,i,27.0,
neha,i,i,,95.0
neha,i,n,192.0,
neha,n,n,,87.0
neha,n,g,176.0,
neha,g,g,,81.0
neha,g,.,2773.0,
neha,.,.,,46.0
neha,., ,234.0,
neha, , ,,82.0
neha, ,CapsLock,1156.0,
neha,CapsLock,CapsLock,,156.0
neha,CapsLock,T,162.0,
neha,T,T,,77.0
neha,T,CapsLock,367.0,
neha,CapsLock,CapsLock,,126.0
neha,CapsLock,r,164.0,
neha,r,r,,77.0
neha,r,y,285.0,
neha,y,y,,86.0
neha,y, ,253.0,
neha, , ,,72.0
neha, ,t,1296.0,
neha,t,t,,80.0
neha,t,a,160.0,
neha,a,a,,192.0
neha,a,k,119.0,
neha,k,k,,73.0
neha,k,i,126.0,
neha,i,i,,75.0
neha,i,n,159.0,
neha,n,n,,86.0
neha,n,g,252.0,
neha,g,g,,74.0
neha,g, ,456.0,
neha, , ,,92.0
neha, ,a,1469.0,
neha,a,a,,151.0
neha,a, ,102.0,
neha, , ,,64.0
neha, ,t,191.0,
neha,t,t,,76.0
neha,t,y,90.0,
neha,y,y,,80.0
neha,y,p,466.0,
neha,p,p,,81.0
neha,p,i,166.0,
neha,i,i,,57.0
neha,i,n,154.0,
neha,n,n,,77.0
neha,n,g,167.0,
neha,g,g,,94.0
neha,g, ,418.0,
neha, , ,,85.0
neha, ,s,287.0,
neha,s,s,,171.0
neha,s,p,132.0,
neha,p,p,,83.0
neha,p,e,119.0,
neha,e,e,,74.0
neha,e,e,98.0,
neha,e,e,,56.0
neha,e,d,143.0,
neha,d,d,,128.0
neha,d, ,842.0,
neha, , ,,94.0
neha, ,t,836.0,
neha,t,t,,87.0
neha,t,e,79.0,
neha,e,e,,77.0
neha,e,s,153.0,
neha,s,s,,126.0
neha,s,t,4.0,
neha,t,t,,54.0
neha,t, ,555.0,
neha, , ,,63.0
neha, ,b,899.0,
neha,b,b,,82.0
neha,b,e,114.0,
neha,e,e,,86.0
neha,e,f,169.0,
neha,f,f,,158.0
neha,f,o,106.0,
neha,o,o,,77.0
neha,o,r,111.0,
neha,r,r,,106.0
neha,r,e,131.0,
neha,e,e,,126.0
neha,e, ,372.0,
neha, , ,,89.0
neha, ,a,255.0,
neha,a,a,,166.0
neha,a,n,48.0,
neha,n,n,,56.0
neha,n,d,159.0,
neha,d,d,,137.0
neha,d, ,31.0,
neha, , ,,76.0
neha, ,a,437.0,
neha,a,a,,187.0
neha,a,f,64.0,
neha,f,f,,71.0
neha,f,t,74.0,
neha,t,t,,137.0
neha,t,e,54.0,
neha,e,e,,126.0
neha,e,r,126.0,
neha,r,r,,85.0
neha,r, ,289.0,
neha, , ,,96.0
neha, ,t,444.0,
neha,t,t,,73.0
neha,t,o,384.0,
neha,o,o,,68.0
neha,o, ,158.0,
neha, , ,,106.0
neha, ,s,43.0,
neha,s,s,,125.0
neha,s,e,140.0,
neha,e,e,,75.0
neha,e,e,86.0,
neha,e,e,,105.0
neha,e, ,169.0,
neha, , ,,79.0
neha, ,f,324.0,
neha,f,f,,143.0
neha,f,o,159.0,
neha,o,o,,93.0
neha,o,r,54.0,
neha,r,r,,105.0
neha,r, ,78.0,
neha, , ,,101.0
neha, ,y,1225.0,
neha,y,y,,77.0
neha,y,o,286.0,
neha,o,o,,104.0
neha,o,u,216.0,
neha,u,u,,91.0
neha,u,r,556.0,
neha,r,r,,86.0
neha,r,s,701.0,
neha,s,s,,134.0
neha,s,e,140.0,
neha,e,e,,119.0
neha,e,l,165.0,
neha,l,l,,82.0
neha,l,d,165.0,
neha,d,d,,140.0
neha,d,Backspace,733.0,
neha,Backspace,Backspace,,103.0
neha,Backspace,f,223.0,
neha,f,f,,127.0
neha,f, ,356.0,
neha, , ,,100.0
neha, ,Backspace,773.0,
neha,Backspace,Backspace,,93.0
neha,Backspace,.,357.0,
neha,.,.,,80.0
neha,., ,311.0,
neha, , ,,98.0
neha, ,CapsLock,421.0,
neha,CapsLock,CapsLock,,169.0
neha,CapsLock,Y,262.0,
neha,Y,Y,,88.0
neha,Y,CapsLock,93.0,
neha,CapsLock,CapsLock,,166.0
neha,CapsLock,o,174.0,
neha,o,o,,81.0
neha,o,u,162.0,
neha,u,u,,89.0
neha,u, ,326.0,
neha, , ,,90.0
neha, ,c,697.0,
neha,c,c,,93.0
neha,c,a,184.0,
neha,a,a,,155.0
neha,a,n,158.0,
neha,n,n,,63.0
neha,n, ,187.0,
neha, , ,,85.0
neha, ,e,725.0,
neha,e,e,,96.0
neha,e,v,353.0,
neha,v,v,,90.0
neha,v,e,81.0,
neha,e,e,,143.0
neha,e,n,225.0,
neha,n,n,,71.0
neha,n, ,184.0,
neha, , ,,95.0
neha, ,w,1127.0,
neha,w,w,,147.0
neha,w,o,221.0,
neha,o,o,,83.0
neha,o,r,168.0,
neha,r,r,,113.0
neha,r,k,745.0,
neha,k,k,,68.0
neha,k, ,1121.0,
neha, , ,,71.0
neha, ,t,346.0,
neha,t,t,,51.0
neha,t,h,132.0,
neha,h,h,,78.0
neha,h,r,181.0,
neha,r,r,,142.0
neha,r,o,319.0,
neha,o,o,,71.0
neha,o,u,131.0,
neha,u,u,,76.0
neha,u,g,152.0,
neha,g,g,,83.0
neha,g,h,139.0,
neha,h,h,,74.0
neha,h, ,400.0,
neha, , ,,71.0
neha, ,t,300.0,
neha,t,t,,76.0
neha,t,h,148.0,
neha,h,h,,62.0
neha,h,i,189.0,
neha,i,i,,107.0
neha,i,s,179.0,
neha,s,s,,141.0
neha,s, ,287.0,
neha, , ,,74.0
neha, ,s,299.0,
neha,s,s,,127.0
neha,s,e,119.0,
neha,e,e,,71.0
neha,e,c,160.0,
neha,c,c,,130.0
neha,c,t,91.0,
neha,t,t,,71.0
neha,t,i,400.0,
neha,i,i,,71.0
neha,i,o,111.0,
neha,o,o,,109.0
neha,o,n,170.0,
neha,n,n,,75.0
neha,n, ,592.0,
neha, , ,,74.0
neha, ,m,377.0,
neha,m,m,,84.0
neha,m,u,145.0,
neha,u,u,,68.0
neha,u,l,346.0,
neha,l,l,,76.0
neha,l,t,270.0,
neha,t,t,,86.0
neha,t,i,705.0,
neha,i,i,,92.0
neha,i,p,1225.0,
neha,p,p,,52.0
neha,p,l,123.0,
neha,l,l,,66.0
neha,l,e,172.0,
neha,e,e,,162.0
neha,e, ,998.0,
neha, , ,,101.0
neha, ,t,398.0,
neha,t,t,,88.0
neha,t,i,309.0,
neha,i,i,,75.0
neha,i,m,165.0,
neha,m,m,,93.0
neha,m,e,53.0,
neha,e,e,,105.0
neha,e,s,191.0,
neha,s,s,,139.0
neha,s, ,82.0,
neha, , ,,66.0
neha, ,a,372.0,
neha,a,a,,153.0
neha,a,n,87.0,
neha,n,n,,88.0
neha,n,d,133.0,
neha,n, ,271.0,
neha,d,d,,160.0
neha, , ,,79.0
neha, ,t,183.0,
neha,t,t,,76.0
neha,t,h,129.0,
neha,h,h,,80.0
neha,h,e,82.0,
neha,e,e,,143.0
neha,e,n,96.0,
neha,n,n,,76.0
neha,n, ,420.0,
neha, , ,,61.0
neha, ,t,414.0,
neha,t,t,,75.0
neha,t,r,145.0,
neha,r,r,,67.0
neha,r,a,114.0,
neha,r,c,292.0,
neha,a,a,,187.0
neha,c,c,,61.0
neha,c,k,426.0,
neha,k,k,,59.0
neha,k, ,251.0,
neha, , ,,82.0
neha, ,y,512.0,
neha,y,y,,67.0
neha,y,o,517.0,
neha,o,o,,69.0
neha,o,u,222.0,
neha,u,u,,75.0
neha,u,r,249.0,
neha,r,r,,66.0
neha,r, ,186.0,
neha, , ,,84.0
neha, ,p,435.0,
neha,p,p,,90.0
neha,p,r,153.0,
neha,r,r,,112.0
neha,r,o,257.0,
neha,o,o,,65.0
neha,o,g,233.0,
neha,g,g,,92.0
neha,g,r,115.0,
neha,r,r,,86.0
neha,r,e,129.0,
neha,e,e,,87.0
neha,e,s,162.0,
neha,s,s,,74.0
neha,s,s,68.0,
neha,s,s,,101.0
neha,s,.,406.0,
neha,.,.,,70.0
neha,CapsLock,CapsLock,,128.0
neha,CapsLock,A,275.0,
neha,A,A,,86.0
neha,A,CapsLock,112.0,
neha,CapsLock,CapsLock,,156.0
neha,CapsLock, ,403.0,
neha, , ,,90.0
neha, ,g,180.0,
neha,g,g,,66.0
neha,g,o,428.0,
neha,o,o,,33.0
neha,o,o,144.0,
neha,o,o,,81.0
neha,o,d,356.0,
neha,d,d,,127.0
neha,d, ,222.0,
neha, , ,,81.0
neha, ,w,490.0,
neha,w,w,,79.0
neha,w,a,127.0,
neha,a,a,,162.0
neha,a,y,65.0,
neha,y,y,,67.0
neha,y, ,194.0,
neha, , ,,93.0
neha, ,t,315.0,
neha,t,t,,69.0
neha,t,o,439.0,
neha,o,o,,85.0
neha,o, ,187.0,
neha, , ,,101.0
neha, ,i,709.0,
neha,i,i,,85.0
neha,i,n,134.0,
neha,n,n,,81.0
neha,n,c,253.0,
neha,c,c,,88.0
neha,c,r,103.0,
neha,r,r,,85.0
neha,r,e,98.0,
neha,e,e,,90.0
neha,e,a,85.0,
neha,a,a,,151.0
neha,a,s,49.0,
neha,s,s,,79.0
neha,s,e,54.0,
neha,e,e,,102.0
neha,e, ,439.0,
neha, , ,,89.0
neha, ,y,558.0,
neha,y,y,,78.0
neha,y,o,438.0,
neha,o,o,,81.0
neha,o,u,220.0,
neha,u,u,,82.0
neha,u,r,304.0,
neha,r,r,,71.0
neha,r, ,482.0,
neha, , ,,80.0
neha, ,t,411.0,
neha,t,t,,77.0
neha,t,y,97.0,
neha,y,y,,73.0
neha,y,p,417.0,
neha,p,p,,76.0
neha,p,i,168.0,
neha,i,i,,61.0
neha,i,n,143.0,
neha,n,n,,77.0
neha,n,g,194.0,
neha,g,g,,86.0
neha,g, ,342.0,
neha, , ,,79.0
neha, ,s,342.0,
neha,s,s,,150.0
neha,s,p,116.0,
neha,p,p,,80.0
neha,p,e,131.0,
neha,e,e,,88.0
neha,e,e,99.0,
neha,e,e,,77.0
neha,e,d,152.0,
neha,d,d,,132.0
neha,d, ,110.0,
neha, , ,,88.0
neha, ,i,361.0,
neha,i,i,,80.0
neha,i,s,137.0,
neha,s,s,,158.0
neha,s, ,92.0,
neha, , ,,74.0
neha, ,t,549.0,
neha,t,t,,72.0
neha,t,o,424.0,
neha,o,o,,81.0
neha,o, ,277.0,
neha, , ,,92.0
neha, ,t,311.0,
neha,t,t,,82.0
neha,t,y,88.0,
neha,y,y,,89.0
neha,y,p,532.0,
neha,p,p,,75.0
neha,p,e,99.0,
neha,e,e,,147.0
neha,e, ,616.0,
neha, , ,,111.0
neha, ,e,523.0,
neha,e,e,,86.0
neha,e,a,95.0,
neha,a,a,,112.0
neha,a,s,131.0,
neha,s,s,,123.0
neha,s,y,87.0,
neha,y,y,,75.0
neha,y, ,368.0,
neha, , ,,81.0
neha, ,s,158.0,
neha,s,s,,111.0
neha,s,e,144.0,
neha,e,e,,99.0
neha,e,n,120.0,
neha,n,n,,85.0
neha,n,t,202.0,
neha,t,t,,83.0
neha,t,e,76.0,
neha,e,e,,84.0
neha,e,n,124.0,
neha,n,n,,90.0
neha,n,c,279.0,
neha,c,c,,105.0
neha,c,e,166.0,
neha,e,e,,104.0
neha,e,s,163.0,
neha,s,s,,133.0
neha,s, ,785.0,
neha, , ,,87.0
neha, ,o,428.0,
neha,o,o,,96.0
neha,o,v,204.0,
neha,v,v,,89.0
neha,v,e,190.0,
neha,e,e,,67.0
neha,e,r,90.0,
neha,r,r,,66.0
neha,r, ,189.0,
neha, , ,,73.0
neha, ,a,192.0,
neha,a,a,,152.0
neha,a,n,132.0,
neha,n,n,,84.0
neha,n,d,158.0,
neha,n, ,277.0,
neha,d,d,,128.0
neha, , ,,75.0
neha, ,o,217.0,
neha,o,o,,93.0
neha,o,v,198.0,
neha,v,v,,89.0
neha,v,e,28.0,
neha,e,e,,107.0
neha,e,r,167.0,
neha,r,r,,108.0
neha,r,.,649.0,
neha,.,.,,70.0
neha,., ,218.0,
neha, , ,,101.0
neha, ,CapsLock,771.0,
neha,CapsLock,CapsLock,,149.0
neha,CapsLock,T,848.0,
neha,T,T,,87.0
neha,T,CapsLock,236.0,
neha,CapsLock,CapsLock,,144.0
neha,CapsLock,h,203.0,
neha,h,h,,83.0
neha,h,a,135.0,
neha,a,a,,176.0
neha,a,t,31.0,
neha,t,t,,78.0
neha,t, ,369.0,
neha, , ,,105.0
neha, ,w,651.0,
neha,w,w,,121.0
neha,w,i,189.0,
neha,i,i,,74.0
neha,i,l,153.0,
neha,l,l,,54.0
neha,l,l,92.0,
neha,l,l,,58.0
neha,l, ,171.0,
neha, , ,,92.0
neha, ,h,162.0,
neha,h,h,,74.0
neha,h,e,110.0,
neha,e,e,,124.0
neha,e,l,265.0,
neha,l,l,,73.0
neha,l,p,146.0,
neha,p,p,,98.0
neha,p, ,460.0,
neha, , ,,82.0
neha, ,y,407.0,
neha,y,y,,87.0
neha,y,o,343.0,
neha,o,o,,93.0
neha,o,u,154.0,
neha,u,u,,97.0
neha,u, ,194.0,
neha, , ,,128.0
neha, ,t,561.0,
neha,t,t,,77.0
neha,t,o,404.0,
neha,o,o,,85.0
neha,o, ,168.0,
neha, , ,,102.0
neha, ,y,427.0,
neha,y,y,,99.0
neha,y,Backspace,1030.0,
neha,Backspace,Backspace,,92.0
neha,Backspace,t,502.0,
neha,t,t,,76.0
neha,t,y,97.0,
neha,y,y,,87.0
neha,y,p,335.0,
neha,p,p,,91.0
neha,p,e,84.0,
neha,e,e,,148.0
neha,e, ,506.0,
neha, , ,,78.0
neha, ,s,338.0,
neha,s,s,,173.0
neha,s,m,100.0,
neha,m,m,,102.0
neha,m,o,137.0,
neha,o,o,,72.0
neha,o,o,89.0,
neha,o,o,,76.0
neha,o,t,247.0,
neha,t,t,,74.0
neha,t,h,124.0,
neha,h,h,,71.0
neha,h,l,422.0,
neha,l,l,,110.0
neha,l,y,252.0,
neha,y,y,,103.0
neha,y, ,703.0,
neha, , ,,100.0
neha, ,w,327.0,
neha,w,w,,142.0
neha,w,i,247.0,
neha,i,i,,88.0
neha,i,t,258.0,
neha,t,t,,72.0
neha,t,h,156.0,
neha,h,h,,55.0
neha,h,o,255.0,
neha,o,o,,86.0
neha,o,u,166.0,
neha,u,u,,88.0
neha,u,t,290.0,
neha,t,t,,80.0
neha,t, ,230.0,
neha, , ,,96.0
neha, ,p,2425.0,
neha,p,p,,91.0
neha,p,a,134.0,
neha,a,a,,182.0
neha,a,u,254.0,
neha,u,u,,86.0
neha,u,s,84.0,
neha,u,i,238.0,
neha,s,s,,172.0
neha,i,i,,82.0
neha,i,n,165.0,
neha,n,n,,82.0
neha,n,g,157.0,
neha,g,g,,83.0
neha,g,.,593.0,
neha,.,.,,62.0
neha,., ,423.0,
neha, , ,,72.0
neha, ,CapsLock,680.0,
neha,CapsLock,CapsLock,,136.0
neha,CapsLock,T,181.0,
neha,T,T,,96.0
neha,T,CapsLock,65.0,
neha,CapsLock,CapsLock,,177.0
neha,CapsLock,r,8.0,
neha,r,r,,78.0
neha,r,y,141.0,
neha,y,y,,96.0
neha,y, ,207.0,
neha, , ,,106.0
neha, ,t,550.0,
neha,t,t,,81.0
neha,t,a,169.0,
neha,a,a,,110.0
neha,a,k,285.0,
neha,k,k,,87.0
neha,k,i,130.0,
neha,i,i,,82.0
neha,i,n,137.0,
neha,n,n,,85.0
neha,n,g,167.0,
neha,g,g,,86.0
neha,g, ,201.0,
neha, , ,,88.0
neha, ,a,265.0,
neha,a,a,,167.0
neha,a, ,11.0,
neha, , ,,101.0
neha, ,t,214.0,
neha,t,t,,86.0
neha,t,y,261.0,
neha,y,y,,87.0
neha,y,o,362.0,
neha,o,o,,79.0
neha,o,i,139.0,
neha,i,i,,73.0
neha,i,n,156.0,
neha,n,n,,83.0
neha,n,g,298.0,
neha,g,g,,89.0
neha,g, ,271.0,
neha, , ,,91.0
neha, ,Backspace,471.0,
neha,Backspace,Backspace,,81.0
neha,Backspace,Backspace,97.0,
neha,Backspace,Backspace,,84.0
neha,Backspace,Backspace,75.0,
neha,Backspace,Backspace,,83.0
neha,Backspace,Backspace,81.0,
neha,Backspace,Backspace,,78.0
neha,Backspace,Backspace,347.0,
neha,Backspace,Backspace,,85.0
neha,Backspace,p,473.0,
neha,p,p,,94.0
neha,p,i,246.0,
neha,i,i,,76.0
neha,i,n,144.0,
neha,n,n,,91.0
neha,n,g,273.0,
neha,g,g,,68.0
neha,g, ,138.0,
neha, , ,,97.0
neha, ,t,172.0,
neha,t,t,,92.0
neha,t,e,115.0,
neha,e,e,,106.0
neha,e,s,146.0,
neha,s,s,,155.0
neha,s,t,15.0,
neha,t,t,,60.0
neha,t, ,164.0,
neha, , ,,96.0
neha, ,a,89.0,
neha,a,a,,248.0
neha,a,Backspace,1156.0,
neha,Backspace,Backspace,,89.0
neha,Backspace,Backspace,100.0,
neha,Backspace,Backspace,,85.0
neha,Backspace,Backspace,77.0,
neha,Backspace,Backspace,,80.0
neha,Backspace,Backspace,79.0,
neha,Backspace,Backspace,,81.0
neha,Backspace,Backspace,95.0,
neha,Backspace,Backspace,,57.0
neha,Backspace,Backspace,230.0,
neha,Backspace,Backspace,,104.0
neha,Backspace,s,312.0,
neha,s,s,,144.0
neha,s,p,367.0,
neha,p,p,,65.0
neha,p,e,95.0,
neha,e,e,,84.0
neha,e,e,99.0,
neha,e,e,,80.0
neha,e,d,143.0,
neha,d,d,,121.0
neha,d, ,55.0,
neha, , ,,98.0
neha, ,t,965.0,
neha,t,t,,128.0
neha,t,e,180.0,
neha,e,e,,116.0
neha,e,s,174.0,
neha,s,s,,160.0
neha,s,t,62.0,
neha,t,t,,89.0
neha,t, ,462.0,
neha, , ,,116.0
neha, ,b,485.0,
neha,b,b,,84.0
neha,b,e,71.0,
neha,e,e,,109.0
neha,e,f,159.0,
neha,f,f,,133.0
neha,f,o,164.0,
neha,o,o,,120.0
neha,o,r,51.0,
neha,r,r,,107.0
neha,r,e,116.0,
neha,e,e,,127.0
neha,e, ,189.0,
neha, , ,,83.0
neha, ,a,357.0,
neha,a,a,,159.0
neha,a,n,71.0,
neha,n,n,,94.0
neha,n,d,100.0,
neha,d,d,,152.0
neha,d, ,53.0,
neha, , ,,95.0
neha, ,b,497.0,
neha,b,b,,85.0
neha,b,Backspace,548.0,
neha,Backspace,Backspace,,92.0
neha,Backspace,a,146.0,
neha,a,a,,167.0
neha,a,f,59.0,
neha,f,f,,73.0
neha,f,t,97.0,
neha,t,t,,119.0
neha,t,e,23.0,
neha,e,e,,120.0
neha,e,r,108.0,
neha,r,r,,130.0
neha,r, ,255.0,
neha, , ,,95.0
neha, ,t,308.0,
neha,t,t,,79.0
neha,t,o,388.0,
neha,o,o,,83.0
neha,o, ,175.0,
neha, , ,,99.0
neha, ,s,64.0,
neha,s,s,,122.0
neha,s,e,128.0,
neha,e,e,,67.0
neha,e,e,109.0,
neha,e,e,,93.0
neha,e, ,197.0,
neha, , ,,92.0
neha, ,f,341.0,
neha,f,f,,120.0
neha,f,o,191.0,
neha,o,o,,98.0
neha,o,r,36.0,
neha,r,r,,144.0
neha,r, ,188.0,
neha, , ,,106.0
neha, ,y,710.0,
neha,y,y,,94.0
neha,y,o,234.0,
neha,o,o,,106.0
