user_id,user_name,event_time,key,event
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:22.996,l,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:23.125,l,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:23.213,u,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:23.313,u,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.138,t,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.249,t,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.368,i,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.610,i,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.620,o,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.730,o,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.732,n,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.866,n,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:24.942, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.066, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.260,t,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.403,o,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.437,t,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.539, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.558,o,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.668, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.814,e,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.946,e,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:25.992,n,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:26.133,n,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:26.937,h,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.025,h,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.160,n,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.258,n,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.774,Backspace,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.877,Backspace,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:27.988,a,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.107,a,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.169,n,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.276,n,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.331,c,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.429,c,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.559,e,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.717,e,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.720, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.856,t,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.887, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.973,h,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:28.987,t,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.093,h,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.099,e,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.171, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.223,e,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.310, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.638,q,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.776,q,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.791,u,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:29.905,u,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.091,a,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.217,a,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.296,l,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.417,l,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.596,i,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:30.718,i,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.157,t,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.296,t,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.298,y,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.413,y,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.462, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.583, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.667,o,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.818,o,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.832,f,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.939, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:31.961,f,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.073, ,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.107,l,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.233,l,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.297,i,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.412,i,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.526,d,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:32.635,d,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.370,Backspace,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.489,Backspace,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.513,f,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.616,f,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.655,e,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:33.760,e,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:34.100,",",p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:34.185,",",r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:34.905,Backspace,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:34.995,Backspace,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:35.188,.,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:35.304,.,r
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:35.391, ,p
3a6f5a82-cb94-4e2c-96de-18a5f21bf10b,vishnu vishwas,2024-05-29 12:31:35.500, ,r
